,Address,Beds,Baths,Price,Sqft,Sqft_lot,Description,Street,District,City,State,Zip Code
46,"11907 Arabian Trl, Austin, TX 78759",3.0,3.0,749500.0,1684.0,15245.999999999998,"This hidden gem in North Austin, near the Domain shopping area and the Arboretum, offers three bedrooms and three full bathrooms. Set on an oversized private lot with mature native trees, it provides a tranquil oasis of privacy. The pool was resurfaced recently, and a new pool pump and sand filter were installed in 2023. The spacious lot is large enough to store your boat beside the house behind a gate. The backyard also features a fire pit, a barn, a shed, an outdoor shower, and plenty of space for family gatherings. Inside, the home boasts an open living room and kitchen floor plan with granite countertops, stainless steel appliances, a fireplace with a custom mantle, and hickory wood flo",11907 Arabian Trl,Austin,Austin,TX,78759
47,"710 Colorado St Unit 5F, Austin, TX 78701",1.0,1.0,395000.0,637.0,,"Welcome to Unit 5F in the historic Brown Building Lofts. Originally built in 1938 and added to the National Register of Historic Places in 1997, this Austin icon was converted to lofts in the early 2000s. The historic designation means property taxes are dramatically lower than similarly valued downtown properties. A homestead exemption further lowers taxes, making the Brown Building one of Austin&rsquo;s most affordable downtown addresses. While short-term rentals are prohibited, leases of at least six months are allowed, and the building is popular with traveling tenants. The $588 monthly HOA fee includes a reserved parking space in the attached garage and all utilities except electricity",710 Colorado St Unit 5F,Austin,Austin,TX,78701
48,"2609 Arion Cir, Austin, TX 78730",5.0,4.5,1569000.0,4296.0,16117.199999999999,"Located within the gated community of The Woods of Greenshores, just steps from Lake Austin, this property backs to the greenbelt, offering expansive protected greenspace, surrounded by nature and greeted with panoramic views and a scenic drive to and from home. You&rsquo;ll feel miles away from the bustle, enjoy nearby biking and hiking trails, meet your neighbors at the iconic Ski Shores Caf&eacute; or the shores of Lake Austin, just a short walk away. Yet, the Arboretum, the Domain, Four Points, and even downtown Austin are just 15-20 minutes away. A season pass to Emma Long Park can be made available for direct access to Lake Austin, just 2 miles down City Park Rd. The house features ov",2609 Arion Cir,Austin,Austin,TX,78730
49,"235 Abbott Dr, Austin, TX 78737",4.0,2.5,675000.0,2877.0,10018.800000000001,"Gorgeous 1-story brick home located on a flat, 1/4 acre GREENBELT LOT on a quiet street in beautiful Belterra. This home has been completely repainted a beautiful white and brought up to date with beautiful white quartz countertops in bathrooms, painted cabinets, wood-looking gray tile, new roof and gutters (2024) and new, never-lived-on plush carpet (2024). There is greenspace on the left side of the home between neighbors and the pristine backyard backs up to a grove of Oak trees that provide privacy and a habitat for wildlife. Deer can often be seen resting and grazing in the trees. There is a large covered, back patio in the rear of the home that makes for the perfect outdoor living spa",235 Abbott Dr,Austin,Austin,TX,78737
50,"10128 Wind Cave Trl, Austin, TX 78747",3.0,2.0,417500.0,1609.0,,"Welcome to 10128 Wind Cave Trail!  This beautiful South Austin Gem located in the Parkside at Slaughter Creek has been recently updated and is a short walking distance to a 40+ acre greenbelt with trails and a nearby park!  The open concept living room, kitchen and eating areas makes it a wonderful space for entertaining. The spacious primary suite has abundant natural light, high ceilings, neutral toned walls and fresh new carpeting. The ensuite bath has a dual vanity, soaking tub, separate shower and large walk-in closet!  You will also find 2 generously sized secondary bedrooms with another full bath in between. A beautiful backyard and covered back patio make this space perfect for rela",10128 Wind Cave Trl,Austin,Austin,TX,78747
51,"2800 Waymaker Way #67, Austin, TX 78746",4.0,3.0,1145000.0,2537.0,,"Welcome Home! This beautifully remodeled 4-bedroom, 3-bathroom corner unit offers a serene living experience in a quiet neighborhood. Featuring stunning wood floors and a modernized kitchen, this home is bathed in natural light throughout. The main level boasts both a primary bedroom with a spa-like bath and a secondary bedroom, providing convenience and flexibility. Located in the prestigious Eanes ISD, you&rsquo;ll have access to top-rated schools. Enjoy the charm of tree-lined streets and the convenience of easy access to downtown, local shopping, and restaurants. Don't miss the opportunity to make this your perfect home!",2800 Waymaker Way #67,Austin,Austin,TX,78746
52,"1820 W 11th St Unit B, Austin, TX 78703",3.0,3.0,1375000.0,2617.0,,"Spacious and Spectacular! An inviting courtyard leads to this exceptional home. Open the door to this modern Clarksville home and you will want to move right in! The 2 story foyer is flooded with light. The first floor is designed for effortless entertaining, or for relaxing from a long day, you decide. The soaring ceilings  &amp;  walls of windows magically combine space  &amp;  light. The private first floor office is built for getting work done and than you can open the built in wine fridge!  Upstairs you will find a light filled additional living space with a built in bookcase for all your important memories! The primary bedroom has plenty of distinctive lighting  &amp;  a luxury bath c",1820 W 11th St Unit B,Austin,Austin,TX,78703
53,"2141 Cervin Blvd, Austin, TX 78728",3.0,2.0,405500.0,1232.0,,"*  *  * OPEN HOUSE SATURDAY 2-4 PM and SUNDAY 1-4 PM *  *  *   Welcome to 2141 Cervin Blvd, a beautifully upgraded home that combines modern elegance with practical convenience in a prime location. This 3-bedroom, 2-bathroom residence has been meticulously updated to offer a comfortable and stylish living experience. As you approach the home, you'll notice the immaculate landscaping year-round. Step inside to discover new flooring throughout, providing a fresh and contemporary feel to every room. The newly remodeled kitchen is a chef's delight, featuring modern appliances, sleek countertops, and ample storage space. The upgraded fireplace in the living area adds a touch of warmth and sophis",2141 Cervin Blvd,Austin,Austin,TX,78728
54,"11810 Barrington Way, Austin, TX 78759",3.0,2.5,299000.0,1547.0,,"Bright and Cheerful 3 Bedroom, 2 and 1/2 Bath Townhome in the heart of Northwest Austin. Move in Ready with all appliances included!  Natural Light, Lovely Brick accents, Built in Shelving and Ample Storage. Covered Patio with Private Fenced in Backyard. 2 Car Garage plus covered parking in front. Freshly Painted with Newly installed Carpet, Stove, Hot Water Heater and Fixtures. Recent Roof, A/C, and Siding. * NO HOA!  Zoned to Exemplary schools. Just off 183, Walking distance to HEB, Library, Coffee Shop, Restaurants, Retail  &amp;  more. Less than 4 miles to Apple Campus and minutes to Domain  &amp;  Q2 stadium.",11810 Barrington Way,Austin,Austin,TX,78759
55,"2148 Sage Creek Loop, Austin, TX 78704",3.0,2.5,725000.0,2102.0,,"Open Sun 7/14 from 1-4. This Craftsman-style 3-bedroom, 2.5-bathroom home exudes character and charm, offering a delightful blend of timeless elegance and modern comforts. Upon entering, you'll be greeted by the inviting ambiance of 10' ceilings on the main level, complemented by an open floorplan that seamlessly flows from room to room. Oak floors and white window shutters add a touch of sophistication and warmth throughout the home. Recent updates in 2020 and 2021 ensure peace of mind and convenience, including a standing seam metal roof, HVAC system, and water heater. The HOA is Short Term Rental (STR) friendly, allowing for flexible use of the property. The home's location offers easy a",2148 Sage Creek Loop,Austin,Austin,TX,78704
56,"3104 Santa Monica Dr, Austin, TX 78741",3.0,2.5,915000.0,2360.0,10890.0,"Welcome to this beautiful two-story home, perfectly located for downtown living and entertaining. Recently remodeled down to the studs, this home offers 3 bedrooms, a loft/flex space, and 2.5 baths. You'll be greeted by a spacious floor plan with high ceilings. The living room opens to the dining and entry areas, with generous light streaming through windows that frame views of mature trees and an artistically crafted backyard. The kitchen features custom white oak cabinetry, ample countertop space, and a designated spot for a wine/beverage fridge. Equipped with KitchenAid appliances, including a gas range, dishwasher, and microwave vent hood, this kitchen is both stylish and functional. Th",3104 Santa Monica Dr,Austin,Austin,TX,78741
57,"124 Cumberland Rd #402, Austin, TX 78704",2.0,2.5,525000.0,1327.0,,"Welcome to your move-in ready end unit condo/townhome, a blend of style and convenience nestled in the vibrant SoCo community. As you step inside, you'll be greeted by the warm, inviting glow of wood laminate flooring that extends throughout the main level and stairs. The kitchen is a chef's delight, featuring stainless steel appliances, a gas range, microwave, and refrigerator. With ample storage and a pantry, this space seamlessly opens to the living room, which is bathed in natural light from numerous windows. The main level also includes a powder room, perfect for guests. Upstairs, you'll find a versatile loft/office area, ideal for working from home or creative pursuits. The primary be",124 Cumberland Rd #402,Austin,Austin,TX,78704
58,"1212 Turtle Creek Blvd, Austin, TX 78745",3.0,2.0,539900.0,960.0,,"Explore the charm and comfort of South Austin living at 1212 Turtle Creek. This delightful home, nestled on an expansive almost 1/4 acre corner lot, has undergone great updates that make it a perfect choice for new owners. Newly painted outside, a new roof and fresh grass throughout are complemented by a stylish rock garden adorning the front yard. The addition of new fencing ensures privacy and beauty while enhancing the home's curb appeal. Step inside to discover fresh, inviting spaces with a host of modern amenities that await. A striking panoramic window in the dining area provides the home with natural light, highlighting the spacious and airy open floor plan. The kitchen has been tast",1212 Turtle Creek Blvd,Austin,Austin,TX,78745
