,Address,Price,Bed,Bath,SQFT,Description,latitude,longitude,Listing URL,Picture,Street,City,State,Zip Code
295,"2832 San Gabriel St, Austin, TX 78705","$6,495/mo",6 beds,4 baths,"2,809 sq ft",Cute single story 3 bedroom home located in the sought after South Austin within the Sheldon Subdivision. This home features 3 beds and 2 baths with the master bedroom separate from the other two bedr,30.2961752,-97.7472749,https://www.redfin.com/TX/Austin/2832-San-Gabriel-St-78705/home/31409749,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.27_2.jpg,2832 San Gabriel St, Austin,TX,78705
296,"1629 Waterston Ave Unit A, Austin, TX 78703","$4,250/mo",2 beds,1 bath,— sq ft,"Sophisticated contemporary in ultra-convenient Tarrytown, one of Austin's most desirable neighborhoods.  This established enclave is filled with shady, walkable streets hosting beautiful homes; a quai",30.2816311,-97.7610058,https://www.redfin.com/TX/Austin/1629-Waterston-Ave-78703/unit-A/home/31220856,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.0_1.jpg,1629 Waterston Ave Unit A, Austin,TX,78703
297,"2400 W 7th St, Austin, TX 78703","$4,200/mo",4 beds,2 baths,"1,795 sq ft","Adorable, very well maintained single-story home on quiet cul-de-sac street! Many updates, vaulted ceilings, tons of natural light! NO CARPET! Kitchen with granite counters, fridge, plenty of storage!",30.2815139,-97.7731518,https://www.redfin.com/TX/Austin/2400-W-7th-St-78703/home/31221188,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.1_1.jpg,2400 W 7th St, Austin,TX,78703
298,"404 Westbrook Dr, Austin, TX 78746","$5,495/mo",4 beds,2.5 baths,"2,151 sq ft","Stunning 4/2 Mid-Century Modern Remodel in Award-Winning Eanes! Beautiful Cabinets, Quartz Counters, Doors, Stainless Steel Appliances, Polished Concrete Flooring and Interior Paint. Primary bedroom b",30.2799639,-97.7998732,https://www.redfin.com/TX/Austin/404-Westbrook-Dr-78746/home/31222409,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.35_1.jpg,404 Westbrook Dr, Austin,TX,78746
299,"2806 Skyway Cir Unit 101, Austin, TX 78704","$1,700/mo",1 bed,1.5 baths,850 sq ft,"Classic MID-CENTURY design, PRIVACY and hilltop BIG VIEWS combine for a rarely available lease on coveted Buckeye Trail.  A larger MCM home featuring 5 beds, 3.5 baths, and 4178 sq. ft.  Fenced yard -",30.2451926,-97.7825711,https://www.redfin.com/TX/Austin/2806-Skyway-Cir-78704/unit-101/home/185678801,https://ssl.cdn-redfin.com/photo/rent/e8d89a76-6741-41ff-9408-54775e3b0736/islphoto/genIsl.0_1.jpg,2806 Skyway Cir Unit 101, Austin,TX,78704
300,"8701 Smoketree Cv, Austin, TX 78735","$13,000/mo",5 beds,4.5 baths,"5,289 sq ft","Nestled in the heart of Tarrytown and just minutes away from beautiful parks and swimming pools, coffee shops, restaurants and everything downtown has to offer. The home is a 2,385 sq ft modern bungal",30.2819602,-97.8745372,https://www.redfin.com/TX/Austin/8701-Smoketree-Cv-78735/home/31224290,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.0_1.jpg,8701 Smoketree Cv, Austin,TX,78735
301,"6208 Indian Canyon Dr, Austin, TX 78746","$7,000/mo",4 beds,3.5 baths,"2,818 sq ft",Villa Solano is a small complex located close to the IM fields. Unit has carpet and vinyl plank flooring. On site laundry facility. Pet friendly.,30.2879101,-97.8355988,https://www.redfin.com/TX/Austin/6208-Indian-Canyon-Dr-78746/home/31228637,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.1_1.jpg,6208 Indian Canyon Dr, Austin,TX,78746
302,"2309 Newfield Ln, Austin, TX 78703","$4,500/mo",3 beds,2 baths,"1,530 sq ft","Built in 2006, this exceptionally designed home sits on one of the most sought-after streets in Tarrytown. Complete with steel doors, this entertainers floor plan includes a spectacular backyard desig",30.2904977,-97.760127,https://www.redfin.com/TX/Austin/2309-Newfield-Ln-78703/home/31230038,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.39_1.jpg,2309 Newfield Ln, Austin,TX,78703
303,"1100 Test AVE, Austin, TX 78701","$5,000/mo",3 beds,2 baths,"1,300 sq ft","Wonderfully updated Tarrytown house located at 2106 Robinhood Trail. With a unique skylight and additional large windows throughout this open floorplan, there is plenty of natural light, showing off t",30.272921,-97.744386,https://www.redfin.com/TX/Austin/1100-Test-AVE-78701/home/191214677,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.0_1.jpg,1100 Test AVE, Austin,TX,78701
304,"1805 Winsted Ln, Austin, TX 78703","$3,200/mo",3 beds,1 bath,"1,328 sq ft","Available for move-in on August 12th, this stunning property at 1509 Westlake Dr offers a private and serene experience with breathtaking views and lush surroundings. Located in the prestigious Eanes ",30.2896661,-97.762192,https://www.redfin.com/TX/Austin/1805-Winsted-Ln-78703/home/31230149,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.1_1.jpg,1805 Winsted Ln, Austin,TX,78703
305,"7308 Derby Downs Dr, Austin, TX 78747","$1,995/mo",3 beds,2 baths,— sq ft,Beautiful 2 story home with open floor plan. Spacious living areas and bedrooms. Bright with lots of natural light. Laminate wood and tile flooring on the main floor. Large kitchen with lots of cabine,30.1481203,-97.7375641,https://www.redfin.com/TX/Austin/7308-Derby-Downs-Dr-78747/home/31148150,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.25_1.jpg,7308 Derby Downs Dr, Austin,TX,78747
306,"1901 Vista Ln, Austin, TX 78703","$18,000/mo",4 beds,4.5 baths,"4,088 sq ft","A stunning Bryker Woods GEM ! Enjoy vintage charm in a highly sought-after Austin area! This home has been meticulously maintained for 20 years, with a second-floor addition seamlessly blending with t",30.2922352,-97.765568,https://www.redfin.com/TX/Austin/1901-Vista-Ln-78703/home/31231151,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.0_2.jpg,1901 Vista Ln, Austin,TX,78703
307,"12509 Fox Hollow Ct, Austin, TX 78729","$2,300/mo",3 beds,2 baths,"1,669 sq ft","You don't want to miss this charming 2 bedroom, 1 bath home near Hyde Park! This 1937 home features great natural lighting and original hardwood floor and tile throughout, a cozy wood-burning fireplac",30.4457606,-97.7678061,https://www.redfin.com/TX/Austin/12509-Fox-Hollow-Ct-78729/home/32765954,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.1_2.jpg,12509 Fox Hollow Ct, Austin,TX,78729
308,"6305 Forest Hills Dr, Austin, TX 78746","$3,495/mo",4 beds,2 baths,"1,608 sq ft","Idyllic home for lease in Barton Creek West. Spacious layout with formal living and dining rooms, a family room with fireplace, breakfast nook and breakfast bar. Well appointed kitchen with stainless ",30.2944305,-97.8334984,https://www.redfin.com/TX/Austin/6305-Forest-Hills-Dr-78746/home/31231755,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.27_2.jpg,6305 Forest Hills Dr, Austin,TX,78746
309,"500 Buckeye Trl, West Lake Hills, TX 78746","$7,500/mo",5 beds,3.5 baths,"4,178 sq ft",Luxury Lease available starting Oct 1st in the gated community of Davenport West. One of the few homes that feeds to highly rated Bridge Point Elementary within EANES ISD. This home sits on a .31 acre,30.2919561,-97.809455,https://www.redfin.com/TX/West-Lake-Hills/500-Buckeye-Trl-78746/home/31232080,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.0_1.jpg,500 Buckeye Trl, West Lake Hills,TX,78746
310,"2201 Bowman Ave, Austin, TX 78703","$6,750/mo",3 beds,2 baths,"2,385 sq ft",Charming Bryker Woods Cottage. Beautifully updated/Remodeled.  Perfect for those seeking something special centrally located close to everything yet away from the hustle and bustle of Downtown in one ,30.29527,-97.762429,https://www.redfin.com/TX/Austin/2201-Bowman-Ave-78703/home/31232710,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.1_1.jpg,2201 Bowman Ave, Austin,TX,78703
312,"1901 Stamford Ln, Austin, TX 78703","$11,500/mo",5 beds,4.5 baths,"4,337 sq ft","Apply for this rental with RentSpree: https://apply.link/4aNzm5k Property Representative: Tammie Valentini Charming home in Brykerwoods, walking distance from school and parks. Just minutes from DT, L",30.2932157,-97.7685583,https://www.redfin.com/TX/Austin/1901-Stamford-Ln-78703/home/31234028,https://ssl.cdn-redfin.com/photo/rent/e8d89a76-6741-41ff-9408-54775e3b0736/islphoto/genIsl.0_1.jpg,1901 Stamford Ln, Austin,TX,78703
313,"2106 Robinhood Trl, Austin, TX 78703","$5,250/mo",3 beds,2.5 baths,"1,760 sq ft","Charming East Austin Home for Lease!Welcome to your new home in the heart of vibrant East Austin!  Situated on a spacious lot with mature trees, this home offers both privacy and a connection to the d",30.2998803,-97.7769864,https://www.redfin.com/TX/Austin/2106-Robinhood-Trl-78703/home/31234738,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.0_1.jpg,2106 Robinhood Trl, Austin,TX,78703
314,"1509 Westlake Dr, West Lake Hills, TX 78746","$4,600/mo",3 beds,2.5 baths,"2,605 sq ft","Great location in Tarrytown. Walk to Casis, Randalls & Tarrytown Pharmacy. Less than 10 minutes to downtown. This Tarrytown charmer has 4 bedrooms and 3 baths plus a study. Owners' suite is a private ",30.2974761,-97.7940814,https://www.redfin.com/TX/West-Lake-Hills/1509-Westlake-Dr-78746/home/31236371,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.1_1.jpg,1509 Westlake Dr, West Lake Hills,TX,78746
316,"3103 Glenview Ave, Austin, TX 78703","$5,300/mo",4 beds,2.5 baths,"1,936 sq ft","Stunning Single-Story Home in The UplandsLocated on 1/2 acre in the Uplands neighborhood, just 25 minutes from downtown Austin via the scenic Southwest Parkway, this residence offers a contemporary li",30.3033206,-97.7532924,https://www.redfin.com/TX/Austin/3103-Glenview-Ave-78703/home/31236693,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.0_1.jpg,3103 Glenview Ave, Austin,TX,78703
317,"1511 W 30th St, Austin, TX 78703","$3,000/mo",2 beds,1 bath,"1,189 sq ft","Experience the perfect blend of comfort and sophistication in this exquisitely maintained 4 bedroom, 2 bath home featuring an inviting open floor plan and LVP flooring throughout.  The kitchen is a cu",30.3013499,-97.7525859,https://www.redfin.com/TX/Austin/1511-W-30th-St-78703/home/31236753,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.1_1.jpg,1511 W 30th St, Austin,TX,78703
318,"9250 Scenic Bluff Dr, Austin, TX 78733","$4,795/mo",4 beds,2.5 baths,"3,254 sq ft","6-12+ month rental. Furnished home ready for new tenant.  Larry Speck designed a contemporary home with ample oversized windows in the living areas and master suite, overlooking a massive courtyard wi",30.2998719,-97.8859157,https://www.redfin.com/TX/Austin/9250-Scenic-Bluff-Dr-78733/home/31237073,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.25_1.jpg,9250 Scenic Bluff Dr, Austin,TX,78733
557,"17017 Capri Isle Ln, Austin, TX 78717","$4,500/mo",4 beds,2.5 baths,"3,000 sq ft","Charming East Austin Home for Lease!Welcome to your new home in the heart of vibrant East Austin!  Situated on a spacious lot with mature trees, this home offers both privacy and a connection to the d",30.5132475,-97.7446643,https://www.redfin.com/TX/Austin/17017-Capri-Isle-Ln-78717/home/32874936,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.1_1.jpg,17017 Capri Isle Ln, Austin,TX,78717
1277,"513 Pecan Grove Rd Unit 209, Austin, TX 78704","$1,600/mo",0 beds,1 bath,400 sq ft,Luxury Lease available starting Oct 1st in the gated community of Davenport West. One of the few homes that feeds to highly rated Bridge Point Elementary within EANES ISD. This home sits on a .31 acre,30.2487201,-97.7435869,https://www.redfin.com/TX/Austin/513-Pecan-Grove-Rd-78704/unit-209/home/185317558,,513 Pecan Grove Rd Unit 209, Austin,TX,78704
1517,"1804 Richwood Dr, Austin, TX 78757","$3,195/mo",4 beds,2 baths,— sq ft,Beautiful 2 story home with open floor plan. Spacious living areas and bedrooms. Bright with lots of natural light. Laminate wood and tile flooring on the main floor. Large kitchen with lots of cabine,30.3586661,-97.7225836,https://www.redfin.com/TX/Austin/1804-Richwood-Dr-78757/home/31497056,,1804 Richwood Dr, Austin,TX,78757
1520,"3107 Harris Blvd, Austin, TX 78703","$4,400/mo",3 beds,1 bath,"1,366 sq ft","**For lease application instructions, please go to: https://www.gregorygrouptx.com/lease-app-instructions ** *We do not process applications over the weekend; all apps and updates received over the we",30.3022361,-97.7505645,https://www.redfin.com/TX/Austin/3107-Harris-Blvd-78703/home/31237816,,3107 Harris Blvd, Austin,TX,78703
1521,"2306 Bonita St, Austin, TX 78703","$40,000/mo",5 beds,6.5 baths,"6,734 sq ft",Luxury Lease available starting Oct 1st in the gated community of Davenport West. One of the few homes that feeds to highly rated Bridge Point Elementary within EANES ISD. This home sits on a .31 acre,30.3010544,-97.7619108,https://www.redfin.com/TX/Austin/2306-Bonita-St-78703/home/31238093,,2306 Bonita St, Austin,TX,78703
1522,"3212 Kerbey Ln, Austin, TX 78703","$3,850/mo",2 beds,1 bath,"1,400 sq ft","Quiet residential street. Immaculately clean property. Close to daily shopping and the restaurants. H.E.B, Home Depot, Walmart are at walking distance. Transportation and Hwy. I35 friendly. 30 minutes",30.3044748,-97.7523233,https://www.redfin.com/TX/Austin/3212-Kerbey-Ln-78703/home/31239405,,3212 Kerbey Ln, Austin,TX,78703
1523,"620 W 51st St Unit 106, Austin, TX 78751",$950/mo,1 bed,1 bath,500 sq ft,"Nestled in the vibrant city of Austin, 7008 Derby Downs Dr is a stunning 2,068 sq. ft. gem built in 2008, boasting 3 spacious bedrooms and 2.5 luxurious bathrooms. Imagine enjoying your morning coffee",30.3186968,-97.7299358,https://www.redfin.com/TX/Austin/620-W-51st-St-78751/unit-106/home/191119203,,620 W 51st St Unit 106, Austin,TX,78751
1524,"2711 Mountain Laurel Dr, Austin, TX 78703","$6,495/mo",4 beds,3 baths,"2,799 sq ft","Welcome to 7321 Derby Downs Dr., where modern living meets comfort and convenience! This meticulously updated 3-bedroom, 3-bathroom residence. Step into the renovated primary bathroom, featuring an el",30.3064542,-97.7663977,https://www.redfin.com/TX/Austin/2711-Mountain-Laurel-Dr-78703/home/31239533,,2711 Mountain Laurel Dr, Austin,TX,78703
1525,"2002 Rue de St Tropez, Austin, TX 78746","$10,500/mo",3 beds,2 baths,"3,615 sq ft","Charming East Austin Home for Lease!Welcome to your new home in the heart of vibrant East Austin!  Situated on a spacious lot with mature trees, this home offers both privacy and a connection to the d",30.305842,-97.7853312,https://www.redfin.com/TX/Austin/2002-Rue-de-St-Tropez-78746/home/31239584,,2002 Rue de St Tropez, Austin,TX,78746
1526,"3504 Avendale Dr, Bee Cave, TX 78738","$5,900/mo",4 beds,3.5 baths,"3,411 sq ft",$2100 on 21 MOS Lease. $2200 on 12 MOS Lease. Lovely 1 story home in great location! Super clean and well-maintained single-story home in quiet neighborhood of Crossing at Onion Creek. Brand NEW LVP f,30.3058799,-97.9250204,https://www.redfin.com/TX/Bee-Cave/3504-Avendale-Dr-78738/home/31240576,,3504 Avendale Dr, Bee Cave,TX,78738
1527,"13232 Kerrville Folkway, Austin, TX 78729","$2,395/mo",3 beds,2.5 baths,"2,277 sq ft","This beautiful 3 bedroom, 2 bathroom single story home in Pioneer Crossing is available. The home has tile and vinyl in the family room and kitchen, with plush carpeting in the bedrooms. The kitchen a",30.4480828,-97.7488537,https://www.redfin.com/TX/Austin/13232-Kerrville-Folkway-78729/home/31345791,,13232 Kerrville Folkway, Austin,TX,78729
1528,"3002 Hillview Rd, Austin, TX 78703","$16,000/mo",5 beds,3.5 baths,"4,538 sq ft","Lovely 4 bed 2.5 bath home in a central and convenient location. Master bedroom is down, 3 beds up, PLUS game room! Living room downstairs opens to the second floor, and kitchen opens to living. Backy",30.3085847,-97.7658885,https://www.redfin.com/TX/Austin/3002-Hillview-Rd-78703/home/31241684,,3002 Hillview Rd, Austin,TX,78703
1529,"2732 Cascade Falls Dr, Austin, TX 78738","$3,300/mo",4 beds,2.5 baths,"2,626 sq ft","Experience the perfect blend of comfort and sophistication in this exquisitely maintained 4 bedroom, 2 bath home featuring an inviting open floor plan and LVP flooring throughout.  The kitchen is a cu",30.3110777,-97.9151725,https://www.redfin.com/TX/Austin/2732-Cascade-Falls-Dr-78738/home/31243706,,2732 Cascade Falls Dr, Austin,TX,78738
1530,"12305 Pleasant Hill Ct, Austin, TX 78738","$3,500/mo",4 beds,3 baths,"3,176 sq ft",Beautiful park like setting on Hurst Creek arm of Lake Travis water front lot with lake/dock access,30.3098759,-97.9296864,https://www.redfin.com/TX/Austin/12305-Pleasant-Hill-Ct-78738/home/31244013,,12305 Pleasant Hill Ct, Austin,TX,78738
1531,"3705 Dogwood Creek Cv, Austin, TX 78746","$12,500/mo",4 beds,4 baths,"3,385 sq ft","Check out our Walkthrough Video >>> https://youtu.be/ROGCXNdKLOQ <<< Discover Riverside Meadows, where convenience meets comfort just moments from downtown Austin. Nestled near major employers and abu",30.3378637,-97.8102516,https://www.redfin.com/TX/Austin/3705-Dogwood-Creek-Cv-78746/home/31256138,,3705 Dogwood Creek Cv, Austin,TX,78746
1532,"1907 Idlewilde Run Dr, Austin, TX 78744","$2,900/mo",4 beds,2.5 baths,"2,577 sq ft","PRE-LEASE FOR AUGUST 15TH MOVE-IN DATE. Beautiful, well kept single story home in desirable East Austin. Pergo wood flooring. Large master bedroom. Ceiling fans throughout. Formal dining or can be use",30.1590974,-97.7833767,https://www.redfin.com/TX/Austin/1907-Idlewilde-Run-Dr-78744/home/31039621,,1907 Idlewilde Run Dr, Austin,TX,78744
1533,"7008 Derby Downs Dr, Austin, TX 78747","$2,195/mo",3 beds,2.5 baths,"2,068 sq ft","Charming one-story home in desirable Northwest Austin! This 3-bedroom, 2-bath gem offers a carpet-free interior with hard tile throughout the living areas. The open kitchen seamlessly connects to the ",30.149593,-97.7393413,https://www.redfin.com/TX/Austin/7008-Derby-Downs-Dr-78747/home/31145503,,7008 Derby Downs Dr, Austin,TX,78747
1534,"7321 Derby Downs Dr, Austin, TX 78747","$2,395/mo",3 beds,2.5 baths,"2,231 sq ft",Cozy home ready for Move-In! This home has a mix of tile & wood flooring (NO CARPET) and a large eat-in kitchen that opens up to the living room. Separate laundry room with full size washer/dryer avai,30.1479382,-97.7381304,https://www.redfin.com/TX/Austin/7321-Derby-Downs-Dr-78747/home/31145410,,7321 Derby Downs Dr, Austin,TX,78747
1535,"2208 E 9th St, Austin, TX 78702","$3,900/mo",4 beds,3.5 baths,"2,251 sq ft",Don't miss out on this stunning single-story lease listing! This 3 bed / 2 bath Pacesetter home was built in 2012 and boasts a gorgeous stone front. The home has been freshly painted both inside and o,30.2639037,-97.7171156,https://www.redfin.com/TX/Austin/2208-E-9th-St-78702/home/31370778,,2208 E 9th St, Austin,TX,78702
1536,"8703 Meridian Oak Ln, Austin, TX 78744","$2,100/mo",3 beds,2 baths,"1,449 sq ft","Come see this beautiful house! It has an open floorplan, high ceilings and additional loft upstairs. Recently installed new HVAC, water heater, flooring, paint & appliances. Very well maintained in a ",30.1621478,-97.7842434,https://www.redfin.com/TX/Austin/8703-Meridian-Oak-Ln-78744/home/31039597,,8703 Meridian Oak Ln, Austin,TX,78744
1537,"10936 Furrow Hill Dr, Austin, TX 78754","$2,075/mo",3 beds,2 baths,"1,646 sq ft","DJ House is a small complex with wood vinyl flooring in units and open parking. An on site laundry facility is available to tenants. Located near Airport Blvd and I-35, there are a lot of restaurants ",30.3581842,-97.643487,https://www.redfin.com/TX/Austin/10936-Furrow-Hill-Dr-78754/home/31017720,,10936 Furrow Hill Dr, Austin,TX,78754
1538,"2605 Lou John St, Austin, TX 78727","$2,900/mo",4 beds,2.5 baths,"2,847 sq ft",This one-story 3 bedroom home is built by Taylor Morrison has a great floorplan! Large kitchen with granite counters and an island opens up to the large family room. Master bedroom has bay windows and,30.4315321,-97.693128,https://www.redfin.com/TX/Austin/2605-Lou-John-St-78727/home/30974274,,2605 Lou John St, Austin,TX,78727
1539,"6709 Sunderland Trl, Austin, TX 78747","$2,350/mo",4 beds,2 baths,"1,352 sq ft","Fantastic Home in Edinburgh Gardens, 3bed/2.5bath with huge family room, close to new Samsung, Apple, domain, I-35, I-130, 17 minutes drive to Tesla planet, don't miss this lease opportunity!",30.1478683,-97.7446837,https://www.redfin.com/TX/Austin/6709-Sunderland-Trl-78747/home/65997412,,6709 Sunderland Trl, Austin,TX,78747
1540,"1105 Oak Hurst Rd, Austin, TX 78734","$3,200/mo",3 beds,2 baths,"1,812 sq ft",,30.3846663,-97.9646288,https://www.redfin.com/TX/Austin/1105-Oak-Hurst-Rd-78734/home/30964705,,1105 Oak Hurst Rd, Austin,TX,78734
1541,"7428 Cayenne Ln, Austin, TX 78741","$2,600/mo",3 beds,2.5 baths,"1,659 sq ft",,30.2226626,-97.6930743,https://www.redfin.com/TX/Austin/7428-Cayenne-Ln-78741/home/31145379,,7428 Cayenne Ln, Austin,TX,78741
1542,"7501 Cayenne Ln, Austin, TX 78741","$2,300/mo",3 beds,2 baths,"1,341 sq ft",,30.2226172,-97.6924544,https://www.redfin.com/TX/Austin/7501-Cayenne-Ln-78741/home/31145295,,7501 Cayenne Ln, Austin,TX,78741
1543,"9713 Anderson Village Dr, Austin, TX 78729","$1,995/mo",3 beds,2 baths,"1,380 sq ft",,30.4620947,-97.7844208,https://www.redfin.com/TX/Austin/9713-Anderson-Village-Dr-78729/home/32745396,,9713 Anderson Village Dr, Austin,TX,78729
1544,"1409 Coriander Dr, Austin, TX 78741","$2,125/mo",3 beds,2 baths,"1,203 sq ft",,30.2236144,-97.6904538,https://www.redfin.com/TX/Austin/1409-Coriander-Dr-78741/home/31145249,,1409 Coriander Dr, Austin,TX,78741
1545,"4504 Halliday Ave, Austin, TX 78725","$1,950/mo",3 beds,2 baths,"1,344 sq ft",,30.240385,-97.5787837,https://www.redfin.com/TX/Austin/4504-Halliday-Ave-78725/home/31143442,,4504 Halliday Ave, Austin,TX,78725
1546,"2410 Keepsake Dr, Austin, TX 78745","$2,695/mo",3 beds,2.5 baths,"1,714 sq ft",,30.1896049,-97.8200957,https://www.redfin.com/TX/Austin/2410-Keepsake-Dr-78745/home/31038328,,2410 Keepsake Dr, Austin,TX,78745
1547,"4608 Bennett Ave Unit 106, Austin, TX 78751",$950/mo,1 bed,1 bath,560 sq ft,,30.3060418,-97.7168656,https://www.redfin.com/TX/Austin/4608-Bennett-Ave-78751/unit-106/home/191116295,,4608 Bennett Ave Unit 106, Austin,TX,78751
1548,"11017 Long Winter Dr, Austin, TX 78754","$2,100/mo",3 beds,2 baths,"1,747 sq ft",,30.3708281,-97.6523893,https://www.redfin.com/TX/Austin/11017-Long-Winter-Dr-78754/home/31017611,,11017 Long Winter Dr, Austin,TX,78754
1549,"12417 Tay Ter, Austin, TX 78754","$1,980/mo",3 beds,2.5 baths,"1,659 sq ft",,30.3726951,-97.6154937,https://www.redfin.com/TX/Austin/12417-Tay-Ter-78754/home/31132730,,12417 Tay Ter, Austin,TX,78754
